643
-1500.1547	0	-3500
-1500.1547	3500	-3500
4941.821300000001	3500	-3500
4941.821300000001	0	-3500
-1500.1547	0	-2100
-1500.1547	3500	-2100
4941.821300000001	3500	-2100
4941.821300000001	0	-2100
-1500.1547	0	-2000
-1500.1547	3500	-2000
4941.821300000001	3500	-2000
4941.821300000001	0	-2000
-1500.1547	0	-1000
-1500.1547	3500	-1000
4941.821300000001	3500	-1000
4941.821300000001	0	-1000
-1500.1547	0	0
-1500.1547	3500	0
4941.821300000001	3500	0
4941.821300000001	0	0
-1500.1547	349.9999999996485	-3500
-1500.1547	699.999999998776	-3500
-1500.1547	1049.999999997509	-3500
-1500.1547	1399.999999996242	-3500
-1500.1547	1749.999999995019	-3500
-1500.1547	2099.99999999598	-3500
-1500.1547	2449.999999996985	-3500
-1500.1547	2799.99999999799	-3500
-1500.1547	3149.999999998995	-3500
-1161.103331579583	3500	-3500
-822.0519631590329	3500	-3500
-483.0005947388127	3500	-3500
-143.949226318817	3500	-3500
195.1021421012674	3500	-3500
534.1535105212447	3500	-3500
873.2048789411399	3500	-3500
1212.25624736121	3500	-3500
1551.307615781296	3500	-3500
1890.358984202368	3500	-3500
2229.410352624338	3500	-3500
2568.461721046306	3500	-3500
2907.513089468083	3500	-3500
3246.564457890034	3500	-3500
3585.615826312114	3500	-3500
3924.667194733915	3500	-3500
4263.718563156155	3500	-3500
4602.769931577855	3500	-3500
4941.821300000001	3149.999999999813	-3500
4941.821300000001	2799.999999999626	-3500
4941.821300000001	2449.999999999439	-3500
4941.821300000001	2099.999999999251	-3500
4941.821300000001	1750.000000000884	-3500
4941.821300000001	1400.000000000743	-3500
4941.821300000001	1050.000000000558	-3500
4941.821300000001	700.0000000003715	-3500
4941.821300000001	350.0000000001855	-3500
4602.769931579912	0	-3500
4263.718563159372	0	-3500
3924.667194739306	0	-3500
3585.615826319108	0	-3500
3246.564457899052	0	-3500
2907.513089479145	0	-3500
2568.461721059196	0	-3500
2229.410352639099	0	-3500
1890.358984218984	0	-3500
1551.307615797884	0	-3500
1212.256247375887	0	-3500
873.2048789538901	0	-3500
534.1535105320845	0	-3500
195.1021421101068	0	-3500
-143.9492263120028	0	-3500
-483.0005947338313	0	-3500
-822.0519631561001	0	-3500
-1161.103331577825	0	-3500
-1500.1547	0	-3150.000000000001
-1500.1547	0	-2800.000000000003
-1500.1547	0	-2450.000000000001
-1500.1547	3500	-3150.000000000001
-1500.1547	3500	-2800.000000000003
-1500.1547	3500	-2450.000000000001
4941.821300000001	3500	-3150.000000000001
4941.821300000001	3500	-2800.000000000003
4941.821300000001	3500	-2450.000000000001
4941.821300000001	0	-3150.000000000001
4941.821300000001	0	-2800.000000000003
4941.821300000001	0	-2450.000000000001
-1500.1547	349.9999999996485	-2100
-1500.1547	699.999999998776	-2100
-1500.1547	1049.999999997509	-2100
-1500.1547	1399.999999996242	-2100
-1500.1547	1749.999999995019	-2100
-1500.1547	2099.99999999598	-2100
-1500.1547	2449.999999996985	-2100
-1500.1547	2799.99999999799	-2100
-1500.1547	3149.999999998995	-2100
-1161.103331579583	3500	-2100
-822.0519631590329	3500	-2100
-483.0005947388127	3500	-2100
-143.949226318817	3500	-2100
195.1021421012674	3500	-2100
534.1535105212447	3500	-2100
873.2048789411399	3500	-2100
1212.25624736121	3500	-2100
1551.307615781296	3500	-2100
1890.358984202368	3500	-2100
2229.410352624338	3500	-2100
2568.461721046306	3500	-2100
2907.513089468083	3500	-2100
3246.564457890034	3500	-2100
3585.615826312114	3500	-2100
3924.667194733915	3500	-2100
4263.718563156155	3500	-2100
4602.769931577855	3500	-2100
4941.821300000001	3149.999999999813	-2100
4941.821300000001	2799.999999999626	-2100
4941.821300000001	2449.999999999439	-2100
4941.821300000001	2099.999999999251	-2100
4941.821300000001	1750.000000000884	-2100
4941.821300000001	1400.000000000743	-2100
4941.821300000001	1050.000000000558	-2100
4941.821300000001	700.0000000003715	-2100
4941.821300000001	350.0000000001855	-2100
4602.769931579912	0	-2100
4263.718563159372	0	-2100
3924.667194739306	0	-2100
3585.615826319108	0	-2100
3246.564457899052	0	-2100
2907.513089479145	0	-2100
2568.461721059196	0	-2100
2229.410352639099	0	-2100
1890.358984218984	0	-2100
1551.307615797884	0	-2100
1212.256247375887	0	-2100
873.2048789538901	0	-2100
534.1535105320845	0	-2100
195.1021421101068	0	-2100
-143.9492263120028	0	-2100
-483.0005947338313	0	-2100
-822.0519631561001	0	-2100
-1161.103331577825	0	-2100
-1500.1547	349.9999999996485	-2000
-1500.1547	699.999999998776	-2000
-1500.1547	1049.999999997509	-2000
-1500.1547	1399.999999996242	-2000
-1500.1547	1749.999999995019	-2000
-1500.1547	2099.99999999598	-2000
-1500.1547	2449.999999996985	-2000
-1500.1547	2799.99999999799	-2000
-1500.1547	3149.999999998995	-2000
-1161.103331579583	3500	-2000
-822.0519631590329	3500	-2000
-483.0005947388127	3500	-2000
-143.949226318817	3500	-2000
195.1021421012674	3500	-2000
534.1535105212447	3500	-2000
873.2048789411399	3500	-2000
1212.25624736121	3500	-2000
1551.307615781296	3500	-2000
1890.358984202368	3500	-2000
2229.410352624338	3500	-2000
2568.461721046306	3500	-2000
2907.513089468083	3500	-2000
3246.564457890034	3500	-2000
3585.615826312114	3500	-2000
3924.667194733915	3500	-2000
4263.718563156155	3500	-2000
4602.769931577855	3500	-2000
4941.821300000001	3149.999999999813	-2000
4941.821300000001	2799.999999999626	-2000
4941.821300000001	2449.999999999439	-2000
4941.821300000001	2099.999999999251	-2000
4941.821300000001	1750.000000000884	-2000
4941.821300000001	1400.000000000743	-2000
4941.821300000001	1050.000000000558	-2000
4941.821300000001	700.0000000003715	-2000
4941.821300000001	350.0000000001855	-2000
4602.769931579912	0	-2000
4263.718563159372	0	-2000
3924.667194739306	0	-2000
3585.615826319108	0	-2000
3246.564457899052	0	-2000
2907.513089479145	0	-2000
2568.461721059196	0	-2000
2229.410352639099	0	-2000
1890.358984218984	0	-2000
1551.307615797884	0	-2000
1212.256247375887	0	-2000
873.2048789538901	0	-2000
534.1535105320845	0	-2000
195.1021421101068	0	-2000
-143.9492263120028	0	-2000
-483.0005947338313	0	-2000
-822.0519631561001	0	-2000
-1161.103331577825	0	-2000
-1500.1547	0	-1666.666666666667
-1500.1547	0	-1333.333333333333
-1500.1547	3500	-1666.666666666667
-1500.1547	3500	-1333.333333333333
4941.821300000001	3500	-1666.666666666667
4941.821300000001	3500	-1333.333333333333
4941.821300000001	0	-1666.666666666667
4941.821300000001	0	-1333.333333333333
-1500.1547	349.9999999996485	-1000
-1500.1547	699.999999998776	-1000
-1500.1547	1049.999999997509	-1000
-1500.1547	1399.999999996242	-1000
-1500.1547	1749.999999995019	-1000
-1500.1547	2099.99999999598	-1000
-1500.1547	2449.999999996985	-1000
-1500.1547	2799.99999999799	-1000
-1500.1547	3149.999999998995	-1000
-1161.103331579583	3500	-1000
-822.0519631590329	3500	-1000
-483.0005947388127	3500	-1000
-143.949226318817	3500	-1000
195.1021421012674	3500	-1000
534.1535105212447	3500	-1000
873.2048789411399	3500	-1000
1212.25624736121	3500	-1000
1551.307615781296	3500	-1000
1890.358984202368	3500	-1000
2229.410352624338	3500	-1000
2568.461721046306	3500	-1000
2907.513089468083	3500	-1000
3246.564457890034	3500	-1000
3585.615826312114	3500	-1000
3924.667194733915	3500	-1000
4263.718563156155	3500	-1000
4602.769931577855	3500	-1000
4941.821300000001	3149.999999999813	-1000
4941.821300000001	2799.999999999626	-1000
4941.821300000001	2449.999999999439	-1000
4941.821300000001	2099.999999999251	-1000
4941.821300000001	1750.000000000884	-1000
4941.821300000001	1400.000000000743	-1000
4941.821300000001	1050.000000000558	-1000
4941.821300000001	700.0000000003715	-1000
4941.821300000001	350.0000000001855	-1000
